source,target,location_weight,travel_weight,consume_weight,location_weight_norm,travel_weight_norm,consume_weight_norm,score
Birgitta Frente,Vira Frente,4.0,4.8,1.0,0.16,0.16,0.022935779816513763,0.10606972477064221
Birgitta Frente,Elsa Orilla,4.0,4.8,1.0,0.16,0.16,0.022935779816513763,0.10606972477064221
Brand Tempestad,Marin Onda,4.0,4.8,1.0,0.16,0.16,0.022935779816513763,0.10606972477064221
Elsa Orilla,Vira Frente,4.0,4.8,1.0,0.16,0.16,0.022935779816513763,0.10606972477064221
Lidelse Dedos,Vira Frente,4.0,4.8,1.0,0.16,0.16,0.022935779816513763,0.10606972477064221
Felix Resumir,Minke Mies,2.0,2.4,14.8,0.08,0.08,0.3394495412844037,0.1055119266055046
Hideki Cocinaro,Lucas Alcazar,2.0,2.4,5.0,0.08,0.08,0.11467889908256881,0.10432293577981651
Isak Baza,Isia Vann,2.0,2.4,5.0,0.08,0.08,0.11467889908256881,0.10432293577981651
Felix Resumir,Nils Calixto,2.0,2.4,5.0,0.08,0.08,0.11467889908256881,0.10432293577981651
Isak Baza,Lars Azada,2.0,2.4,5.0,0.08,0.08,0.11467889908256881,0.10432293577981651
Lidelse Dedos,Lucas Alcazar,2.0,2.4,5.0,0.08,0.08,0.11467889908256881,0.10432293577981651
Axel Calzas,Edvard Vann,2.0,2.4,5.0,0.08,0.08,0.11467889908256881,0.10432293577981651
Edvard Vann,Nils Calixto,2.0,2.4,5.0,0.08,0.08,0.11467889908256881,0.10432293577981651
Hideki Cocinaro,Nils Calixto,2.0,2.4,5.0,0.08,0.08,0.11467889908256881,0.10432293577981651
Edvard Vann,Lars Azada,2.0,2.4,5.0,0.08,0.08,0.11467889908256881,0.10432293577981651
Isande Borrasca,Lidelse Dedos,4.0,4.8,0.0,0.16,0.16,0.0,0.1024
Kare Orilla,Vira Frente,4.0,4.8,0.0,0.16,0.16,0.0,0.1024
Felix Balas,Isande Borrasca,4.0,4.8,0.0,0.16,0.16,0.0,0.1024
Adra Nubarron,Hideki Cocinaro,4.0,4.8,0.0,0.16,0.16,0.0,0.1024
Birgitta Frente,Isande Borrasca,4.0,4.8,0.0,0.16,0.16,0.0,0.1024
Brand Tempestad,Lidelse Dedos,4.0,4.8,0.0,0.16,0.16,0.0,0.1024
Linnea Bergen,Sven Flecha,2.0,2.4,13.8,0.08,0.08,0.31651376146788995,0.10184220183486242
Felix Resumir,Isia Vann,3.0,3.5999999999999996,6.3999999999999995,0.12,0.11999999999999998,0.14678899082568808,0.1002862385321101
Edvard Vann,Inga Ferro,2.0,2.4,13.200000000000001,0.08,0.08,0.30275229357798167,0.09964036697247708
Edvard Vann,Hennie Osvaldo,2.0,2.4,13.200000000000001,0.08,0.08,0.30275229357798167,0.09964036697247708
Birgitta Frente,Marin Onda,3.0,3.5999999999999996,6.0,0.12,0.11999999999999998,0.13761467889908258,0.09881834862385322
Elsa Orilla,Isak Baza,2.0,2.4,4.0,0.08,0.08,0.09174311926605505,0.0988183486238532
Edvard Vann,Orhan Strum,2.0,2.4,4.0,0.08,0.08,0.09174311926605505,0.0988183486238532
Hideki Cocinaro,Kare Orilla,2.0,2.4,4.0,0.08,0.08,0.09174311926605505,0.0988183486238532
Hennie Osvaldo,Lucas Alcazar,2.0,2.4,4.0,0.08,0.08,0.09174311926605505,0.0988183486238532
Isia Vann,Minke Mies,3.0,3.5999999999999996,5.8,0.12,0.11999999999999998,0.13302752293577982,0.09808440366972478
Hennie Osvaldo,Varja Lagos,0.0,0.0,26.400000000000006,0.0,0.0,0.6055045871559634,0.09688073394495417
Brand Tempestad,Varja Lagos,0.0,0.0,17.400000000000006,0.0,0.0,0.3990825688073396,0.09577981651376151
Hennie Osvaldo,Stenig Fusil,2.0,2.4,11.800000000000002,0.08,0.08,0.2706422018348625,0.09450275229357802
Bertrand Ovan,Kare Orilla,0.0,0.0,17.0,0.0,0.0,0.38990825688073394,0.09357798165137615
Axel Calzas,Bertrand Ovan,2.0,2.4,3.0,0.08,0.08,0.06880733944954129,0.0933137614678899
Lidelse Dedos,Minke Mies,2.0,2.4,3.0,0.08,0.08,0.06880733944954129,0.0933137614678899
Birgitta Frente,Hideki Cocinaro,2.0,2.4,3.0,0.08,0.08,0.06880733944954129,0.0933137614678899
Hennie Osvaldo,Ingrid Barranco,2.0,2.4,3.0,0.08,0.08,0.06880733944954129,0.0933137614678899
Birgitta Frente,Hennie Osvaldo,2.0,2.4,3.0,0.08,0.08,0.06880733944954129,0.0933137614678899
Inga Ferro,Kare Orilla,2.0,2.4,3.0,0.08,0.08,0.06880733944954129,0.0933137614678899
Inga Ferro,Sven Flecha,0.0,0.0,16.400000000000002,0.0,0.0,0.37614678899082576,0.09027522935779818
Inga Ferro,Stenig Fusil,2.0,2.4,10.0,0.08,0.08,0.22935779816513763,0.08789724770642203
Inga Ferro,Kanon Herrero,2.0,2.4,2.0,0.08,0.08,0.045871559633027525,0.0878091743119266
Felix Balas,Varja Lagos,2.0,2.4,2.0,0.08,0.08,0.045871559633027525,0.0878091743119266
Loreto Bodrogi,Orhan Strum,2.0,2.4,2.0,0.08,0.08,0.045871559633027525,0.0878091743119266
Edvard Vann,Gustav Cazar,2.0,2.4,2.0,0.08,0.08,0.045871559633027525,0.0878091743119266
Kanon Herrero,Stenig Fusil,2.0,2.4,2.0,0.08,0.08,0.045871559633027525,0.0878091743119266
Felix Balas,Nils Calixto,2.0,2.4,2.0,0.08,0.08,0.045871559633027525,0.0878091743119266
Ingrid Barranco,Isia Vann,2.0,2.4,2.0,0.08,0.08,0.045871559633027525,0.0878091743119266
Ingrid Barranco,Lars Azada,2.0,2.4,2.0,0.08,0.08,0.045871559633027525,0.0878091743119266
Isak Baza,Sten Sanjorge Jr.,2.0,2.4,2.0,0.08,0.08,0.045871559633027525,0.0878091743119266
Felix Resumir,Gustav Cazar,2.0,2.4,2.0,0.08,0.08,0.045871559633027525,0.0878091743119266
Loreto Bodrogi,Marin Onda,2.0,2.4,2.0,0.08,0.08,0.045871559633027525,0.0878091743119266
Felix Balas,Inga Ferro,2.0,2.4,2.0,0.08,0.08,0.045871559633027525,0.0878091743119266
Adra Nubarron,Stenig Fusil,2.0,2.4,9.0,0.08,0.08,0.20642201834862386,0.08422752293577983
Inga Ferro,Minke Mies,2.0,2.4,9.0,0.08,0.08,0.20642201834862386,0.08422752293577983
Kanon Herrero,Marin Onda,2.0,2.4,9.0,0.08,0.08,0.20642201834862386,0.08422752293577983
Gustav Cazar,Lars Azada,2.0,2.4,9.0,0.08,0.08,0.20642201834862386,0.08422752293577983
Adra Nubarron,Loreto Bodrogi,2.0,2.4,9.0,0.08,0.08,0.20642201834862386,0.08422752293577983
Felix Balas,Marin Onda,3.0,3.5999999999999996,2.0,0.12,0.11999999999999998,0.045871559633027525,0.08413944954128441
Axel Calzas,Birgitta Frente,3.0,3.5999999999999996,2.0,0.12,0.11999999999999998,0.045871559633027525,0.08413944954128441
Inga Ferro,Orhan Strum,2.0,2.4,1.0,0.08,0.08,0.022935779816513763,0.0823045871559633
Stenig Fusil,Vira Frente,2.0,2.4,1.0,0.08,0.08,0.022935779816513763,0.0823045871559633
Birgitta Frente,Edvard Vann,2.0,2.4,1.0,0.08,0.08,0.022935779816513763,0.0823045871559633
Lucas Alcazar,Stenig Fusil,2.0,2.4,1.0,0.08,0.08,0.022935779816513763,0.0823045871559633
Lucas Alcazar,Minke Mies,2.0,2.4,1.0,0.08,0.08,0.022935779816513763,0.0823045871559633
Kare Orilla,Varja Lagos,2.0,2.4,1.0,0.08,0.08,0.022935779816513763,0.0823045871559633
Marin Onda,Stenig Fusil,2.0,2.4,1.0,0.08,0.08,0.022935779816513763,0.0823045871559633
Marin Onda,Varja Lagos,2.0,2.4,1.0,0.08,0.08,0.022935779816513763,0.0823045871559633
Axel Calzas,Orhan Strum,2.0,2.4,1.0,0.08,0.08,0.022935779816513763,0.0823045871559633
Nils Calixto,Sten Sanjorge Jr.,2.0,2.4,1.0,0.08,0.08,0.022935779816513763,0.0823045871559633
Axel Calzas,Hideki Cocinaro,2.0,2.4,1.0,0.08,0.08,0.022935779816513763,0.0823045871559633
Axel Calzas,Stenig Fusil,2.0,2.4,1.0,0.08,0.08,0.022935779816513763,0.0823045871559633
Birgitta Frente,Isia Vann,2.0,2.4,1.0,0.08,0.08,0.022935779816513763,0.0823045871559633
Gustav Cazar,Linnea Bergen,2.0,2.4,1.0,0.08,0.08,0.022935779816513763,0.0823045871559633
Edvard Vann,Kare Orilla,2.0,2.4,1.0,0.08,0.08,0.022935779816513763,0.0823045871559633
Elsa Orilla,Sven Flecha,2.0,2.4,1.0,0.08,0.08,0.022935779816513763,0.0823045871559633
Felix Balas,Lucas Alcazar,2.0,2.4,1.0,0.08,0.08,0.022935779816513763,0.0823045871559633
Gustav Cazar,Hideki Cocinaro,2.0,2.4,1.0,0.08,0.08,0.022935779816513763,0.0823045871559633
Felix Balas,Sven Flecha,2.0,2.4,1.0,0.08,0.08,0.022935779816513763,0.0823045871559633
Brand Tempestad,Isak Baza,2.0,2.4,1.0,0.08,0.08,0.022935779816513763,0.0823045871559633
Inga Ferro,Lidelse Dedos,2.0,2.4,1.0,0.08,0.08,0.022935779816513763,0.0823045871559633
Gustav Cazar,Ingrid Barranco,2.0,2.4,1.0,0.08,0.08,0.022935779816513763,0.0823045871559633
Axel Calzas,Lars Azada,2.0,2.4,8.0,0.08,0.08,0.1834862385321101,0.08055779816513763
Adra Nubarron,Edvard Vann,2.0,2.4,7.2,0.08,0.08,0.1651376146788991,0.07762201834862387
Lars Azada,Vira Frente,2.0,2.4,7.0,0.08,0.08,0.16055045871559634,0.07688807339449542
Marin Onda,Vira Frente,3.0,3.5999999999999996,0.0,0.12,0.11999999999999998,0.0,0.07680000000000001
Isande Borrasca,Kanon Herrero,3.0,3.5999999999999996,0.0,0.12,0.11999999999999998,0.0,0.07680000000000001
Gustav Cazar,Isande Borrasca,3.0,3.5999999999999996,0.0,0.12,0.11999999999999998,0.0,0.07680000000000001
Ada Campo-Corrente,Hennie Osvaldo,2.0,2.4,0.0,0.08,0.08,0.0,0.0768
Ada Campo-Corrente,Isak Baza,2.0,2.4,0.0,0.08,0.08,0.0,0.0768
Ada Campo-Corrente,Axel Calzas,2.0,2.4,0.0,0.08,0.08,0.0,0.0768
Inga Ferro,Lucas Alcazar,2.0,2.4,0.0,0.08,0.08,0.0,0.0768
Brand Tempestad,Lucas Alcazar,2.0,2.4,0.0,0.08,0.08,0.0,0.0768
Isia Vann,Lucas Alcazar,2.0,2.4,0.0,0.08,0.08,0.0,0.0768
Gustav Cazar,Lucas Alcazar,2.0,2.4,0.0,0.08,0.08,0.0,0.0768
Isia Vann,Lidelse Dedos,2.0,2.4,0.0,0.08,0.08,0.0,0.0768
Gustav Cazar,Orhan Strum,2.0,2.4,0.0,0.08,0.08,0.0,0.0768
Isande Borrasca,Sven Flecha,2.0,2.4,0.0,0.08,0.08,0.0,0.0768
Isande Borrasca,Stenig Fusil,2.0,2.4,0.0,0.08,0.08,0.0,0.0768
Isande Borrasca,Orhan Strum,2.0,2.4,0.0,0.08,0.08,0.0,0.0768
Kare Orilla,Minke Mies,2.0,2.4,0.0,0.08,0.08,0.0,0.0768
Adra Nubarron,Axel Calzas,2.0,2.4,0.0,0.08,0.08,0.0,0.0768
Axel Calzas,Sten Sanjorge Jr.,2.0,2.4,0.0,0.08,0.08,0.0,0.0768
Elsa Orilla,Loreto Bodrogi,2.0,2.4,0.0,0.08,0.08,0.0,0.0768
Edvard Vann,Lucas Alcazar,2.0,2.4,0.0,0.08,0.08,0.0,0.0768
Edvard Vann,Lidelse Dedos,2.0,2.4,0.0,0.08,0.08,0.0,0.0768
Edvard Vann,Sten Sanjorge Jr.,2.0,2.4,0.0,0.08,0.08,0.0,0.0768
Sten Sanjorge Jr.,Vira Frente,2.0,2.4,0.0,0.08,0.08,0.0,0.0768
Adra Nubarron,Orhan Strum,2.0,2.4,0.0,0.08,0.08,0.0,0.0768
Adra Nubarron,Felix Balas,2.0,2.4,0.0,0.08,0.08,0.0,0.0768
Minke Mies,Nils Calixto,2.0,2.4,0.0,0.08,0.08,0.0,0.0768
Elsa Orilla,Lucas Alcazar,2.0,2.4,0.0,0.08,0.08,0.0,0.0768
Brand Tempestad,Nils Calixto,2.0,2.4,0.0,0.08,0.08,0.0,0.0768
Lucas Alcazar,Vira Frente,2.0,2.4,0.0,0.08,0.08,0.0,0.0768
Lucas Alcazar,Sten Sanjorge Jr.,2.0,2.4,0.0,0.08,0.08,0.0,0.0768
Loreto Bodrogi,Vira Frente,2.0,2.4,0.0,0.08,0.08,0.0,0.0768
Loreto Bodrogi,Nils Calixto,2.0,2.4,0.0,0.08,0.08,0.0,0.0768
Felix Balas,Minke Mies,2.0,2.4,0.0,0.08,0.08,0.0,0.0768
Lidelse Dedos,Stenig Fusil,2.0,2.4,0.0,0.08,0.08,0.0,0.0768
Isande Borrasca,Lucas Alcazar,2.0,2.4,0.0,0.08,0.08,0.0,0.0768
Isande Borrasca,Nils Calixto,2.0,2.4,0.0,0.08,0.08,0.0,0.0768
Ada Campo-Corrente,Varja Lagos,2.0,2.4,0.0,0.08,0.08,0.0,0.0768
Adra Nubarron,Sten Sanjorge Jr.,2.0,2.4,0.0,0.08,0.08,0.0,0.0768
Hennie Osvaldo,Isande Borrasca,2.0,2.4,0.0,0.08,0.08,0.0,0.0768
Ada Campo-Corrente,Lars Azada,2.0,2.4,0.0,0.08,0.08,0.0,0.0768
Isande Borrasca,Loreto Bodrogi,2.0,2.4,0.0,0.08,0.08,0.0,0.0768
Birgitta Frente,Stenig Fusil,2.0,2.4,0.0,0.08,0.08,0.0,0.0768
Ingrid Barranco,Nils Calixto,2.0,2.4,0.0,0.08,0.08,0.0,0.0768
Hideki Cocinaro,Linnea Bergen,2.0,2.4,0.0,0.08,0.08,0.0,0.0768
Hennie Osvaldo,Sten Sanjorge Jr.,2.0,2.4,0.0,0.08,0.08,0.0,0.0768
Ingrid Barranco,Lidelse Dedos,2.0,2.4,0.0,0.08,0.08,0.0,0.0768
Adra Nubarron,Isak Baza,2.0,2.4,0.0,0.08,0.08,0.0,0.0768
Ada Campo-Corrente,Minke Mies,2.0,2.4,0.0,0.08,0.08,0.0,0.0768
Ingrid Barranco,Lucas Alcazar,2.0,2.4,0.0,0.08,0.08,0.0,0.0768
Inga Ferro,Isande Borrasca,2.0,2.4,0.0,0.08,0.08,0.0,0.0768
Inga Ferro,Vira Frente,2.0,2.4,0.0,0.08,0.08,0.0,0.0768
Adra Nubarron,Gustav Cazar,2.0,2.4,0.0,0.08,0.08,0.0,0.0768
Loreto Bodrogi,Minke Mies,2.0,2.4,6.4,0.08,0.08,0.14678899082568808,0.0746862385321101
Isak Baza,Sven Flecha,2.0,2.4,6.0,0.08,0.08,0.13761467889908258,0.07321834862385322
Lidelse Dedos,Marin Onda,2.0,2.4,6.0,0.08,0.08,0.13761467889908258,0.07321834862385322
Lucas Alcazar,Nils Calixto,2.0,2.4,6.0,0.08,0.08,0.13761467889908258,0.07321834862385322
Axel Calzas,Kanon Herrero,2.0,2.4,5.0,0.08,0.08,0.11467889908256881,0.06954862385321102
Elsa Orilla,Lars Azada,2.0,2.4,4.0,0.08,0.08,0.09174311926605505,0.06587889908256882
Kanon Herrero,Lidelse Dedos,2.0,2.4,4.0,0.08,0.08,0.09174311926605505,0.06587889908256882
Linnea Bergen,Lucas Alcazar,2.0,2.4,3.0,0.08,0.08,0.06880733944954129,0.06220917431192661
Birgitta Frente,Lars Azada,2.0,2.4,3.0,0.08,0.08,0.06880733944954129,0.06220917431192661
Elsa Orilla,Kanon Herrero,2.0,2.4,3.0,0.08,0.08,0.06880733944954129,0.06220917431192661
Hideki Cocinaro,Varja Lagos,2.0,2.4,3.0,0.08,0.08,0.06880733944954129,0.06220917431192661
Edvard Vann,Felix Resumir,0.0,0.0,16.6,0.0,0.0,0.3807339449541285,0.06091743119266057
Kanon Herrero,Sven Flecha,0.0,0.0,11.0,0.0,0.0,0.2522935779816514,0.06055045871559634
Brand Tempestad,Hennie Osvaldo,0.0,0.0,11.0,0.0,0.0,0.2522935779816514,0.06055045871559634
Isak Baza,Orhan Strum,0.0,0.0,11.0,0.0,0.0,0.2522935779816514,0.06055045871559634
Felix Resumir,Marin Onda,0.0,0.0,10.0,0.0,0.0,0.22935779816513763,0.05504587155963303
Brand Tempestad,Lars Azada,2.0,2.4,1.0,0.08,0.08,0.022935779816513763,0.054869724770642204
Birgitta Frente,Felix Balas,2.0,2.4,1.0,0.08,0.08,0.022935779816513763,0.054869724770642204
Edvard Vann,Hideki Cocinaro,2.0,2.4,1.0,0.08,0.08,0.022935779816513763,0.054869724770642204
Gustav Cazar,Lidelse Dedos,2.0,2.4,1.0,0.08,0.08,0.022935779816513763,0.054869724770642204
Kare Orilla,Lars Azada,2.0,2.4,1.0,0.08,0.08,0.022935779816513763,0.054869724770642204
Hideki Cocinaro,Isia Vann,2.0,2.4,1.0,0.08,0.08,0.022935779816513763,0.054869724770642204
Bertrand Ovan,Minke Mies,0.0,0.0,9.4,0.0,0.0,0.21559633027522937,0.05174311926605505
Ingrid Barranco,Sten Sanjorge Jr.,2.0,2.4,0.0,0.08,0.08,0.0,0.0512
Elsa Orilla,Isande Borrasca,2.0,2.4,0.0,0.08,0.08,0.0,0.0512
Axel Calzas,Isande Borrasca,2.0,2.4,0.0,0.08,0.08,0.0,0.0512
Brand Tempestad,Vira Frente,2.0,2.4,0.0,0.08,0.08,0.0,0.0512
Isande Borrasca,Marin Onda,2.0,2.4,0.0,0.08,0.08,0.0,0.0512
Isande Borrasca,Vira Frente,2.0,2.4,0.0,0.08,0.08,0.0,0.0512
Brand Tempestad,Kare Orilla,2.0,2.4,0.0,0.08,0.08,0.0,0.0512
Linnea Bergen,Minke Mies,0.0,0.0,9.2,0.0,0.0,0.2110091743119266,0.050642201834862385
Hennie Osvaldo,Loreto Bodrogi,0.0,0.0,13.600000000000001,0.0,0.0,0.31192660550458723,0.04990825688073396
Bertrand Ovan,Brand Tempestad,0.0,0.0,9.0,0.0,0.0,0.20642201834862386,0.04954128440366973
Edvard Vann,Isia Vann,0.0,0.0,13.200000000000001,0.0,0.0,0.30275229357798167,0.04844036697247707
Adra Nubarron,Minke Mies,0.0,0.0,12.600000000000001,0.0,0.0,0.28899082568807344,0.046238532110091754
Birgitta Frente,Sven Flecha,0.0,0.0,8.0,0.0,0.0,0.1834862385321101,0.044036697247706424
Felix Resumir,Kanon Herrero,0.0,0.0,8.0,0.0,0.0,0.1834862385321101,0.044036697247706424
Hennie Osvaldo,Lidelse Dedos,0.0,0.0,8.0,0.0,0.0,0.1834862385321101,0.044036697247706424
Hennie Osvaldo,Kare Orilla,0.0,0.0,8.0,0.0,0.0,0.1834862385321101,0.044036697247706424
Linnea Bergen,Marin Onda,0.0,0.0,8.0,0.0,0.0,0.1834862385321101,0.044036697247706424
Isak Baza,Varja Lagos,0.0,0.0,8.0,0.0,0.0,0.1834862385321101,0.044036697247706424
Birgitta Frente,Kanon Herrero,0.0,0.0,11.0,0.0,0.0,0.2522935779816514,0.04036697247706423
Adra Nubarron,Brand Tempestad,0.0,0.0,7.2,0.0,0.0,0.1651376146788991,0.03963302752293578
Marin Onda,Sven Flecha,0.0,0.0,7.0,0.0,0.0,0.16055045871559634,0.03853211009174312
Birgitta Frente,Lidelse Dedos,0.0,0.0,10.0,0.0,0.0,0.22935779816513763,0.03669724770642202
Birgitta Frente,Kare Orilla,0.0,0.0,10.0,0.0,0.0,0.22935779816513763,0.03669724770642202
Brand Tempestad,Loreto Bodrogi,0.0,0.0,6.4,0.0,0.0,0.14678899082568808,0.03522935779816514
Isia Vann,Stenig Fusil,0.0,0.0,9.4,0.0,0.0,0.21559633027522937,0.0344954128440367
Brand Tempestad,Sven Flecha,0.0,0.0,5.4,0.0,0.0,0.12385321100917433,0.029724770642201838
Felix Balas,Lars Azada,0.0,0.0,8.0,0.0,0.0,0.1834862385321101,0.029357798165137616
Kare Orilla,Lidelse Dedos,0.0,0.0,8.0,0.0,0.0,0.1834862385321101,0.029357798165137616
Felix Balas,Vira Frente,0.0,0.0,8.0,0.0,0.0,0.1834862385321101,0.029357798165137616
Edvard Vann,Minke Mies,0.0,0.0,7.4,0.0,0.0,0.16972477064220184,0.027155963302752297
Edvard Vann,Loreto Bodrogi,0.0,0.0,7.2,0.0,0.0,0.1651376146788991,0.026422018348623857
Linnea Bergen,Nils Calixto,0.0,0.0,6.0,0.0,0.0,0.13761467889908258,0.022018348623853212
Axel Calzas,Gustav Cazar,0.0,0.0,6.0,0.0,0.0,0.13761467889908258,0.022018348623853212
Kanon Herrero,Loreto Bodrogi,0.0,0.0,4.0,0.0,0.0,0.09174311926605505,0.022018348623853212
Elsa Orilla,Ingrid Barranco,0.0,0.0,4.0,0.0,0.0,0.09174311926605505,0.022018348623853212
Hideki Cocinaro,Lidelse Dedos,0.0,0.0,4.0,0.0,0.0,0.09174311926605505,0.022018348623853212
Isak Baza,Loreto Bodrogi,0.0,0.0,4.0,0.0,0.0,0.09174311926605505,0.022018348623853212
Lars Azada,Linnea Bergen,0.0,0.0,4.0,0.0,0.0,0.09174311926605505,0.022018348623853212
Minke Mies,Stenig Fusil,0.0,0.0,5.6,0.0,0.0,0.12844036697247707,0.020550458715596333
Loreto Bodrogi,Stenig Fusil,0.0,0.0,5.4,0.0,0.0,0.12385321100917433,0.019816513761467897
Kanon Herrero,Lars Azada,0.0,0.0,5.0,0.0,0.0,0.11467889908256881,0.01834862385321101
Felix Balas,Gustav Cazar,0.0,0.0,5.0,0.0,0.0,0.11467889908256881,0.01834862385321101
Hideki Cocinaro,Marin Onda,0.0,0.0,3.0,0.0,0.0,0.06880733944954129,0.01651376146788991
Lucas Alcazar,Marin Onda,0.0,0.0,3.0,0.0,0.0,0.06880733944954129,0.01651376146788991
Felix Balas,Orhan Strum,0.0,0.0,3.0,0.0,0.0,0.06880733944954129,0.01651376146788991
Isak Baza,Vira Frente,0.0,0.0,3.0,0.0,0.0,0.06880733944954129,0.01651376146788991
Elsa Orilla,Felix Resumir,0.0,0.0,3.0,0.0,0.0,0.06880733944954129,0.01651376146788991
Bertrand Ovan,Elsa Orilla,0.0,0.0,3.0,0.0,0.0,0.06880733944954129,0.01651376146788991
Gustav Cazar,Isak Baza,0.0,0.0,2.0,0.0,0.0,0.045871559633027525,0.011009174311926606
Gustav Cazar,Hennie Osvaldo,0.0,0.0,2.0,0.0,0.0,0.045871559633027525,0.011009174311926606
Ingrid Barranco,Sven Flecha,0.0,0.0,2.0,0.0,0.0,0.045871559633027525,0.011009174311926606
Axel Calzas,Minke Mies,0.0,0.0,2.0,0.0,0.0,0.045871559633027525,0.011009174311926606
Felix Balas,Linnea Bergen,0.0,0.0,2.0,0.0,0.0,0.045871559633027525,0.011009174311926606
Lars Azada,Nils Calixto,0.0,0.0,2.0,0.0,0.0,0.045871559633027525,0.011009174311926606
Lars Azada,Lucas Alcazar,0.0,0.0,2.0,0.0,0.0,0.045871559633027525,0.011009174311926606
Lidelse Dedos,Loreto Bodrogi,0.0,0.0,2.0,0.0,0.0,0.045871559633027525,0.011009174311926606
Brand Tempestad,Felix Balas,0.0,0.0,3.0,0.0,0.0,0.06880733944954129,0.011009174311926606
Orhan Strum,Stenig Fusil,0.0,0.0,2.0,0.0,0.0,0.045871559633027525,0.011009174311926606
Axel Calzas,Brand Tempestad,0.0,0.0,2.0,0.0,0.0,0.045871559633027525,0.007339449541284404
Lars Azada,Lidelse Dedos,0.0,0.0,2.0,0.0,0.0,0.045871559633027525,0.007339449541284404
Hennie Osvaldo,Hideki Cocinaro,0.0,0.0,2.0,0.0,0.0,0.045871559633027525,0.007339449541284404
Kare Orilla,Marin Onda,0.0,0.0,2.0,0.0,0.0,0.045871559633027525,0.007339449541284404
Felix Balas,Kare Orilla,0.0,0.0,2.0,0.0,0.0,0.045871559633027525,0.007339449541284404
Birgitta Frente,Gustav Cazar,0.0,0.0,2.0,0.0,0.0,0.045871559633027525,0.007339449541284404
Felix Resumir,Sten Sanjorge Jr.,0.0,0.0,1.0,0.0,0.0,0.022935779816513763,0.005504587155963303
Gustav Cazar,Stenig Fusil,0.0,0.0,1.0,0.0,0.0,0.022935779816513763,0.005504587155963303
Kare Orilla,Stenig Fusil,0.0,0.0,1.0,0.0,0.0,0.022935779816513763,0.005504587155963303
Felix Balas,Isia Vann,0.0,0.0,1.0,0.0,0.0,0.022935779816513763,0.005504587155963303
Birgitta Frente,Sten Sanjorge Jr.,0.0,0.0,1.0,0.0,0.0,0.022935779816513763,0.005504587155963303
Gustav Cazar,Inga Ferro,0.0,0.0,1.0,0.0,0.0,0.022935779816513763,0.005504587155963303
Lidelse Dedos,Sten Sanjorge Jr.,0.0,0.0,1.0,0.0,0.0,0.022935779816513763,0.005504587155963303
Orhan Strum,Sven Flecha,0.0,0.0,1.0,0.0,0.0,0.022935779816513763,0.005504587155963303
Felix Balas,Hennie Osvaldo,0.0,0.0,1.0,0.0,0.0,0.022935779816513763,0.005504587155963303
Lars Azada,Minke Mies,0.0,0.0,1.0,0.0,0.0,0.022935779816513763,0.005504587155963303
Isia Vann,Sten Sanjorge Jr.,0.0,0.0,1.0,0.0,0.0,0.022935779816513763,0.005504587155963303
Axel Calzas,Hennie Osvaldo,0.0,0.0,1.0,0.0,0.0,0.022935779816513763,0.005504587155963303
Lars Azada,Varja Lagos,0.0,0.0,1.0,0.0,0.0,0.022935779816513763,0.005504587155963303
Gustav Cazar,Loreto Bodrogi,0.0,0.0,1.0,0.0,0.0,0.022935779816513763,0.005504587155963303
Lars Azada,Orhan Strum,0.0,0.0,1.0,0.0,0.0,0.022935779816513763,0.005504587155963303
Marin Onda,Sten Sanjorge Jr.,0.0,0.0,1.0,0.0,0.0,0.022935779816513763,0.005504587155963303
Axel Calzas,Isia Vann,0.0,0.0,1.0,0.0,0.0,0.022935779816513763,0.005504587155963303
Hennie Osvaldo,Lars Azada,0.0,0.0,1.0,0.0,0.0,0.022935779816513763,0.005504587155963303
Elsa Orilla,Stenig Fusil,0.0,0.0,1.0,0.0,0.0,0.022935779816513763,0.005504587155963303
Brand Tempestad,Hideki Cocinaro,0.0,0.0,1.0,0.0,0.0,0.022935779816513763,0.005504587155963303
Hideki Cocinaro,Sten Sanjorge Jr.,0.0,0.0,1.0,0.0,0.0,0.022935779816513763,0.005504587155963303
Felix Balas,Kanon Herrero,0.0,0.0,1.0,0.0,0.0,0.022935779816513763,0.003669724770642202
Axel Calzas,Lidelse Dedos,0.0,0.0,1.0,0.0,0.0,0.022935779816513763,0.003669724770642202
Hideki Cocinaro,Stenig Fusil,0.0,0.0,1.0,0.0,0.0,0.022935779816513763,0.003669724770642202
Axel Calzas,Elsa Orilla,0.0,0.0,1.0,0.0,0.0,0.022935779816513763,0.003669724770642202
Gustav Cazar,Marin Onda,0.0,0.0,1.0,0.0,0.0,0.022935779816513763,0.003669724770642202
Axel Calzas,Kare Orilla,0.0,0.0,1.0,0.0,0.0,0.022935779816513763,0.003669724770642202
Lars Azada,Marin Onda,0.0,0.0,1.0,0.0,0.0,0.022935779816513763,0.003669724770642202
Axel Calzas,Marin Onda,0.0,0.0,1.0,0.0,0.0,0.022935779816513763,0.003669724770642202
